#CLOCK=0.200000000
#SIZE=1000
#PROBE=0
#VOLTDIV=7
-0.036948,0,0
-0.044727,0,0
-0.056395,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.056395,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.017502,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.044727,0,0
-0.036948,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.025280,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.025280,0,0
-0.056395,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.056395,0,0
-0.044727,0,0
-0.056395,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.064173,0,0
-0.036948,0,0
-0.017502,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.056395,0,0
-0.044727,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.017502,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.044727,0,0
-0.025280,0,0
-0.025280,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.103066,0,0
-0.044727,0,0
0.118623,0,0
0.293641,0,0
0.351981,0,0
0.274195,0,0
0.079730,0,0
-0.122513,0,0
-0.328645,0,0
-0.386984,0,0
-0.336424,0,0
-0.161406,0,0
0.060284,0,0
0.274195,0,0
0.332534,0,0
0.274195,0,0
0.087509,0,0
-0.122513,0,0
-0.309199,0,0
-0.289752,0,0
-0.173073,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.044727,0,0
-0.025280,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.044727,0,0
-0.044727,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.017502,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.044727,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.025280,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.044727,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.025280,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.044727,0,0
-0.036948,0,0
-0.025280,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.025280,0,0
-0.025280,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.025280,0,0
-0.044727,0,0
-0.036948,0,0
-0.017502,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.056395,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.025280,0,0
-0.036948,0,0
-0.017502,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.036948,0,0
-0.056395,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.044727,0,0
-0.044727,0,0
-0.036948,0,0
-0.036948,0,0
-0.044727,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.036948,0,0
-0.036948,0,0
-0.025280,0,0
-0.025280,0,0
-0.036948,0,0
